Domain,blzpack_comp,bsc_comp,bzip2_comp,Cmix_comp,GeCo3_comp,gzip_comp,JARVIS_comp,lizard_comp,lz4_comp,lzop_comp,mbgc_comp,MFCompress_comp,naf_comp,NUHT_comp,snzip_comp,UHT_comp,zip_comp,xz_comp,zstd_comp,blzpack_time,bsc_time,bzip2_time,Cmix_time,GeCo3_time,gzip_time,JARVIS_time,lizard_time,lz4_time,lzop_time,mbgc_time,MFCompress_time,naf_time,NUHT_time,snzip_time,UHT_time,zip_time,xz_time,zstd_time
archaea,0.30767563614255244,0.24550046501604067,0.27361937518809154,0.21678250297750287,0.22618623080020414,0.2963671116466682,0.22517086068649297,0.27456442415226145,0.38125450633316743,0.36547947384901175,0.23043406705687564,0.22805010351233754,0.23715899246456879,0.247559807272514,0.47515771278263447,0.2542494227124671,0.28343148760285297,0.25894544549104903,0.2931670950875109,2.568298101425171,0.36214447021484375,0.6412150859832764,6241.670921325684,13.645810842514038,0.8888094425201416,7.156309127807617,3.507589817047119,2.0650861263275146,10.424865245819092,0.7582650184631348,8.042340755462646,8.046051025390625,5.90315318107605,0.0621337890625,36.16509008407593,6.8251793384552,4.809040069580078,0.5095183849334717
archaea,0.31092145238614766,0.25031996273866225,0.27797752459668573,0.22357090506706984,0.231058136320533,0.29907980846567,0.23084468715700876,0.27780250224391323,0.3857699918418857,0.3678687746880831,0.23854395220047428,0.23194932194836346,0.23698487150538222,0.2520857310148245,0.47735849817003767,0.25241735231481455,0.2862260287025144,0.2646637354260787,0.2961873337935346,1.0474913120269775,0.21304941177368164,0.36455297470092773,4239.610766649246,5.632795095443726,0.3883490562438965,2.241713047027588,0.9096698760986328,0.7927098274230957,3.833875894546509,0.32512879371643066,5.432977676391602,4.439755439758301,2.2144930362701416,0.026324987411499023,13.595350980758667,2.2764198780059814,1.476412296295166,0.27111005783081055
archaea,0.30584896691561103,0.24368079059141762,0.27302563472033003,0.2151628091815574,0.2246713312973404,0.2951162185631339,0.22495408337604647,0.27346651107185865,0.37985932794899185,0.36370915773515144,0.22902165190309062,0.2265444576086504,0.23633936501070904,0.2468707769018556,0.47404241678403974,0.2511276049414159,0.28237800975504795,0.25816384221105637,0.29182018480359817,2.3755481243133545,0.34465932846069336,0.9035754203796387,6195.895862817764,13.166799545288086,0.8708267211914062,6.655615329742432,3.191455364227295,1.9144117832183838,10.232674837112427,0.9662997722625732,8.362354040145874,7.190630197525024,5.157797336578369,0.05730032920837402,33.43096613883972,6.282998323440552,4.408314943313599,0.47149109840393066
archaea,0.3165159919485204,0.254967800809674,0.2814048376156513,0.23030479290559694,0.23398490756098198,0.30286413464637774,0.23309450824278408,0.27900358353226556,0.3925249192803088,0.3724904111918257,0.2404049226320338,0.2327227818083056,0.23648560623714432,0.25688495081588203,0.4803012760408544,0.2593770317539247,0.2907832455340405,0.26661504520853174,0.2995861108919442,1.7700998783111572,0.2927124500274658,0.7584915161132812,4260.09249663353,9.8167724609375,0.6745574474334717,3.862405300140381,2.4126996994018555,1.8356506824493408,6.815992116928101,0.7842483520507812,7.198105335235596,5.705456256866455,3.950821876525879,0.04293107986450195,25.763156414031982,4.418152093887329,3.042647361755371,0.35143613815307617
archaea,0.3102981701164792,0.24833443692064291,0.2756506371484704,0.22032648269439337,0.22866827813340537,0.29785982439735526,0.22759328200760043,0.276077446216389,0.38465154283185404,0.36754663933521076,0.23378408961604819,0.22940307230958232,0.2387619891779863,0.24761077196387177,0.4768824001407441,0.2528546661588905,0.2852444988237033,0.26115004574603834,0.295113172633666,2.4052703380584717,0.40588927268981934,0.882544755935669,9008.585307121277,13.762222051620483,0.9733021259307861,6.4224371910095215,3.1311116218566895,2.2625985145568848,9.920572757720947,0.7215909957885742,8.552778244018555,6.461746692657471,5.5370142459869385,0.05735516548156738,36.541412591934204,6.390156030654907,4.854971647262573,0.5165290832519531
archaea,0.31490446083751095,0.2547005092200015,0.2808908494176263,0.22569957337996424,0.23480338725388578,0.30136553560366075,0.23475969800924162,0.2801008774049551,0.39123737384832363,0.3707811408461224,0.2417116646089902,0.23637567422028796,0.2396255761127929,0.2563199957821294,0.47895546192273386,0.2605374270110675,0.2906095262364732,0.26694727222400405,0.29811865397204784,1.338425874710083,0.2441878318786621,0.30377721786499023,2987.402150630951,6.819826126098633,0.5114109516143799,2.642503261566162,1.529099941253662,1.0196146965026855,4.62132453918457,0.6557722091674805,6.080504894256592,6.158039569854736,3.055490016937256,0.033048152923583984,18.746119260787964,2.9313690662384033,1.7975614070892334,0.28357744216918945
archaea,0.3045874009776796,0.24597146881634602,0.2753247762702186,0.2153431220873773,0.22536597050405086,0.29476725675225224,0.22466808971684535,0.2716949751295094,0.3799243347149996,0.36289441389299537,0.2314109089350906,0.22653964886649622,0.23131922967498209,0.2552001821627038,0.4743235789590119,0.25526495555299783,0.28219623646672115,0.2577821491511946,0.29105972754319015,1.1049022674560547,0.23889923095703125,0.4560093879699707,3454.4222474098206,8.00792384147644,0.3513777256011963,4.5828537940979,1.7061164379119873,0.9142918586730957,4.732036828994751,0.48448920249938965,5.205107688903809,4.526882886886597,2.591356039047241,0.028731584548950195,15.628876209259033,3.0194714069366455,1.8583002090454102,0.2374403476715088
archaea,0.29922323901554865,0.23793917174690932,0.26800384075580547,0.20703050171436777,0.21838598744719395,0.2897083414888321,0.21943976518747718,0.2674172406797172,0.37239482087843434,0.35842128610502616,0.22390724509187931,0.2215897353913804,0.2310691881234488,0.24775764747450643,0.4696748019070312,0.24827721605383493,0.2765204158574475,0.25277249718542194,0.2864631232923726,2.063039541244507,0.3361244201660156,0.6364824771881104,6186.021709442139,9.541561841964722,0.4764115810394287,5.0558083057403564,2.242170572280884,1.4946730136871338,8.683188676834106,0.6235601902008057,8.635962009429932,7.080111742019653,3.9996933937072754,0.04281473159790039,28.3905668258667,5.505216836929321,3.2572543621063232,0.2732064723968506
archaea,0.3207321127055081,0.25873067535146227,0.2834480935607025,0.2329788346316876,0.23844630691909724,0.30253662769230344,0.2377502822434574,0.28388367644458773,0.39510910587060827,0.37453910363711707,0.24742914049493192,0.23950676868090465,0.24547110164607952,0.2577049367102238,0.4815719609670496,0.2686181289318389,0.29305557919497754,0.27106038033263385,0.3013062970904522,1.5186612606048584,0.3043403625488281,0.55904221534729,3786.182698249817,8.752872467041016,0.6071639060974121,2.822772741317749,1.8024744987487793,1.6190671920776367,5.09926962852478,0.5795259475708008,7.399190425872803,5.870767593383789,3.6145174503326416,0.03851509094238281,23.87252426147461,3.277539014816284,2.5777220726013184,0.31005430221557617
archaea,0.3233178120371207,0.25912208013521754,0.2833325226124314,0.2328210468135194,0.24199951613086548,0.30366112650292953,0.24205742887962645,0.28652801022898144,0.39725823099986474,0.37747860097724834,0.2500316715693009,0.24363316983876146,0.2471547705401486,0.25749547109922527,0.48192154751831207,0.2652954970779302,0.29500102364650144,0.27440996000027795,0.3027951696714121,1.106752634048462,0.22925639152526855,0.44336867332458496,2601.8501601219177,6.267014265060425,0.413083553314209,2.2422268390655518,1.2187530994415283,0.8933577537536621,3.3996124267578125,0.43788695335388184,6.354351282119751,4.466668128967285,2.3934741020202637,0.02677011489868164,16.365609884262085,1.9145004749298096,1.6043198108673096,0.2096388339996338
fungi,0.3315154776073266,0.2612798032897819,0.2850628570612811,0.2258596732851016,0.2473625977322679,0.31269740928987283,0.2473577850458891,0.29391289433208206,0.4043874612762187,0.38427433226860463,0.24494205246213668,0.24635348875466753,,0.25325849232146475,0.4911021075104871,0.26391397648003273,0.30443286251474405,0.2747555411107069,0.3106619343230498,17.328307151794434,3.530522346496582,5.8542046546936035,60180.30395293236,107.56839656829834,5.644813537597656,59.05725979804993,27.065373182296753,17.435250997543335,55.72743344306946,5.799408674240112,32.37087345123291,,44.19968008995056,0.45825791358947754,321.6500082015991,36.750946283340454,61.07481122016907,3.7754013538360596
fungi,0.3225215110045981,0.25660460726989937,0.2808039201839844,0.22802495008676568,0.24290224488149237,0.30539881996901275,0.24312445804710567,0.28309996216799316,0.3956516214523639,0.3751414272871706,0.2414691480980285,0.24189303966126496,,0.256687178004573,0.48828613482406347,0.26090990735917763,0.29420915720515994,0.26750837163206037,0.3014765993873827,4.342728137969971,0.7781949043273926,1.4832324981689453,14048.370791435242,26.056663990020752,1.497473955154419,10.985354900360107,7.877943515777588,4.152316331863403,15.308950185775757,1.777517557144165,15.267036437988281,,10.767043113708496,0.09542298316955566,73.60086631774902,9.960188865661621,13.769611358642578,0.9340803623199463
fungi,0.31809276856646423,0.24980099020875338,0.2751235981271047,0.20970616334037864,0.24353851008961075,0.3016233955203734,0.24234328080188003,0.28236841177829153,0.3878607712009784,0.36919317903872817,0.2331890931154268,0.24282677536350986,,0.2427908925579738,0.47593922870878475,0.25010082711572384,0.29353005495272066,0.2621283427290753,0.2989990580779727,8.4070565700531,1.425412893295288,2.969146966934204,30257.995653390884,52.49981474876404,2.5835726261138916,24.359434604644775,13.59358286857605,8.965382814407349,26.15411138534546,3.4640395641326904,20.169168949127197,,23.035866022109985,0.19787144660949707,148.58303785324097,17.613149404525757,32.239601373672485,1.6017162799835205
fungi,0.30795946306495636,0.23894645263211378,0.2772550716108062,0.11477145062617398,0.22254471425846184,0.30555809387492316,0.2011100893497352,0.2804984195561274,0.37708586980353437,0.3640404958312281,0.20562801438053357,0.21236667031294532,,0.24226725990960782,0.4890674494634325,0.23487850268498625,0.29557649122402146,0.22739580419091934,0.2992963215844759,60.501561641693115,4.655242919921875,17.34279727935791,116515.30915880203,220.03921222686768,18.8912136554718,170.63032126426697,114.45019292831421,45.02285885810852,172.88672804832458,26.792516946792603,64.2898817062378,,154.33595895767212,0.7040486335754395,1022.0500590801239,103.71541142463684,328.2218749523163,12.160807371139526
fungi,0.3372372146324829,0.26546451512343894,0.2902308304395131,0.22843621885956586,0.246307998788708,0.3186569388026807,0.2464288397843966,0.299191860598833,0.41083772504034344,0.39116917405319046,0.24994115285451804,0.24536580812138747,,0.25908257998590883,0.5011568328950397,0.2656715468627057,0.3096825912597629,0.2807797358711266,0.3166113044916818,12.331978559494019,2.0428483486175537,3.44663405418396,42879.430255413055,73.0295627117157,3.934237003326416,35.52436637878418,19.574278831481934,11.775570392608643,38.36514973640442,5.111856460571289,26.966487169265747,,31.05579137802124,0.2318873405456543,212.05060482025146,25.14589238166809,48.22286653518677,2.2477591037750244
fungi,0.33541518265526965,0.26535288253464384,0.28974456649014796,0.22914719234496367,0.24678001824237733,0.3163465126707352,0.2463577341411719,0.2972074572909836,0.4094993863892565,0.3893791281601456,0.24839766972938382,0.24588462728772215,,0.2591450687219623,0.49688246687169657,0.2689661717911934,0.30784800028372405,0.2775439431299791,0.314421898559167,15.553179740905762,4.126460552215576,4.880719184875488,58425.58971238136,96.58296012878418,4.751795530319214,48.661601305007935,25.49901509284973,16.602696180343628,52.34428286552429,6.221783638000488,30.69901418685913,,41.817567586898804,0.2652254104614258,283.9327554702759,33.800076484680176,64.78701496124268,3.220034599304199
fungi,0.33708391466175647,0.263748602061159,0.29400219908068775,0.20443491328076505,0.24037689081859004,0.3234487093532978,0.23878206564991783,0.29999146418809874,0.4101831171223418,0.3918848918258865,0.2476755440293504,0.2385566816642462,,0.25594028622831044,0.5085051113719374,0.2580178070168278,0.31283005287234505,0.2795363048842945,0.3199351846166569,5.371234178543091,1.0177319049835205,1.6002204418182373,17947.198722600937,29.797770977020264,1.6709623336791992,12.631627321243286,9.12190866470337,4.995270490646362,16.61629629135132,2.096818208694458,13.439246892929077,,13.038617849349976,0.0738532543182373,88.48700594902039,10.411638021469116,15.477367639541626,1.0420498847961426
fungi,0.336238255230729,0.2656766073218632,0.29177650262716043,0.22540408950328775,0.2448424952486579,0.3187794565134171,0.24533365467956236,0.2984099492017029,0.41035471562390385,0.39011496386430283,0.25066702811266434,0.24510314885220089,,0.2572407159123484,0.501583551892428,0.2688846631163055,0.30959964069062895,0.2817039775084441,0.31630820304362456,4.427327632904053,0.8605494499206543,1.526928424835205,13783.341307163239,25.590286016464233,1.2911195755004883,9.769736289978027,6.578031778335571,4.30213737487793,13.670847177505493,1.6800460815429688,13.666451692581177,,10.555859327316284,0.0631568431854248,73.45079398155212,9.149477005004883,11.6991286277771,1.0474190711975098
fungi,0.305352665355648,0.22146256954699658,0.27693738283126196,0.13887927442325537,0.21243131418533245,0.31308495124865415,0.19660518149334533,0.26565901413218335,0.3959396684537385,0.3717699829928631,0.18623979691335937,0.20060760999606442,,0.25858396474787004,0.4940764065480001,0.2625534777224569,0.30496835609074574,0.1914906560114663,0.30209193737357387,33.387829303741455,4.449193477630615,10.893565893173218,85017.2419333458,145.1012840270996,10.363553285598755,97.14956402778625,53.54566287994385,26.66917371749878,89.46254348754883,10.924051284790039,45.916677951812744,,87.79189324378967,0.538020133972168,618.0209970474243,58.44183850288391,142.58743596076965,6.345992088317871
fungi,0.3353342369907313,0.264624753072627,0.28938349203476893,0.2272064078779621,0.24679840256868718,0.3169826726136827,0.24709310968585693,0.2977072160078817,0.4092450910347853,0.38896186121764736,0.24832112977897428,0.24638954032629673,,0.25693310725369756,0.4979558488516246,0.26681937665551625,0.30838694707933517,0.2779509946766376,0.31483569080762075,19.683607578277588,4.061826705932617,5.885372877120972,75139.12012982368,116.96824312210083,6.31037974357605,62.56187891960144,30.740190029144287,20.34826135635376,64.97315526008606,7.114867448806763,35.294256925582886,,49.38453030586243,0.2844564914703369,349.5058641433716,41.80718994140625,80.00086188316345,4.089162349700928
viral,0.31615136458897497,0.25828682663401387,0.282109245610317,0.2300609885322721,0.2336103049338051,0.3024623040635474,0.23597980360195603,0.2955000353215438,0.40210830370248274,0.3701383819593253,0.25992731611211845,0.23639969777106157,,0.25390695520443324,0.47707631808227563,0.2603197777097511,0.29710912787183774,0.27679531557837067,0.30164598394047143,0.10172009468078613,0.06943058967590332,0.045235395431518555,204.56322693824768,0.6664209365844727,0.046051979064941406,0.6497414112091064,0.11067438125610352,0.1149444580078125,0.28444433212280273,0.23723626136779785,2.3039803504943848,,0.43335556983947754,0.011045694351196289,1.533034324645996,0.23392558097839355,0.15322303771972656,0.043007612228393555
viral,0.3877118644067797,0.3148305084745763,0.3271186440677966,0.2440677966101695,0.26587301587301587,0.3663135593220339,0.26102292768959434,0.6052966101694915,0.573728813559322,0.4406779661016949,0.38707627118644067,0.29750812567713975,,0.29533898305084744,0.5408898305084746,0.29915254237288136,0.41059322033898304,0.3635593220338983,0.35423728813559324,0.008430242538452148,0.03849530220031738,0.00798177719116211,17.318706035614014,0.16824817657470703,0.006507158279418945,0.17952346801757812,0.017296791076660156,0.007157802581787109,0.010302305221557617,0.19276928901672363,0.2615089416503906,,0.20613622665405273,0.008722543716430664,0.17312955856323242,0.00814056396484375,0.016773223876953125,0.008882761001586914
viral,0.3604757548032937,0.2997255260750229,0.3180237877401647,0.23787740164684354,0.2528584817244611,0.34071363220494055,0.24835988753514526,0.4464775846294602,0.5388838060384263,0.4140896614821592,0.3564501372369625,0.2801549243821468,,0.2821591948764867,0.5264409881061299,0.2830741079597438,0.3787740164684355,0.339615736505032,0.33064958828911256,0.008298635482788086,0.02988576889038086,0.008722543716430664,18.86841082572937,0.19021868705749512,0.006526470184326172,0.181443452835083,0.01606893539428711,0.005544424057006836,0.010785579681396484,0.19127631187438965,0.3103902339935303,,0.2071988582611084,0.009046554565429688,0.17110133171081543,0.008261680603027344,0.015613079071044922,0.008963346481323242
viral,0.341270495180028,0.2798055532668699,0.2989206558457609,0.23671417978083545,0.24842660316380336,0.3247919584740875,0.2522537846572546,0.3701903270989536,0.4964159182664579,0.39120046139902775,0.3039466095410728,0.2647577462423377,,0.27197824833154816,0.49575677679822033,0.28507868501277084,0.3430007415341518,0.3117739144763945,0.31976600477877565,0.011182069778442383,0.03230714797973633,0.01230931282043457,27.106314420700073,0.1929929256439209,0.008518457412719727,0.2683746814727783,0.021922826766967773,0.0061321258544921875,0.010212421417236328,0.17248272895812988,0.38693785667419434,,0.2238318920135498,0.009136438369750977,0.2651076316833496,0.013055562973022461,0.02210068702697754,0.011142253875732422
viral,0.35615775465763366,0.29228163561577547,0.30837164287442537,0.23227679651584804,0.25377141396062386,0.3397048149044278,0.25543339299411916,0.5154851197677232,0.5166948947495765,0.40696830389547545,0.33329300750060487,0.2762793042601462,,0.2991773530123397,0.5070166948947495,0.30450036293249455,0.36607790950883135,0.3285748850713767,0.3319622550205662,0.00947427749633789,0.0310366153717041,0.009536981582641602,23.89107060432434,0.2323455810546875,0.007204771041870117,0.20465707778930664,0.020818233489990234,0.007625579833984375,0.01238107681274414,0.19660663604736328,0.28077220916748047,,0.21436691284179688,0.008612632751464844,0.19190740585327148,0.010353803634643555,0.012540340423583984,0.009777069091796875
viral,0.3718905472636816,0.3006396588486141,0.31929637526652455,0.24307036247334754,0.259963436928702,0.35358919687277895,0.25758683729433274,0.4649964463397299,0.5572139303482587,0.42626154939587774,0.36265103056147835,0.28805325656711045,,0.28233830845771146,0.5282515991471215,0.2876687988628287,0.3894811656005686,0.34896943852167733,0.34168443496801704,0.008383035659790039,0.03658604621887207,0.00850677490234375,19.242087364196777,0.20270442962646484,0.006811380386352539,0.19614529609680176,0.01783466339111328,0.006218910217285156,0.01090383529663086,0.18538522720336914,0.303300142288208,,0.20681095123291016,0.00858616828918457,0.19073867797851562,0.008510351181030273,0.016601085662841797,0.0089263916015625
viral,0.32416076519819736,0.26255863147245473,0.28391428308654465,0.2350593212544836,0.24056603773584906,0.3076979674422882,0.24528301886792453,0.3186792973420399,0.42987216039731446,0.377687850639198,0.2684631656396579,0.24464081466996274,,0.26049848247953644,0.4826634783408443,0.26110549066494987,0.3104019129954934,0.28739078451209416,0.30615285569759954,0.03769516944885254,0.048332929611206055,0.02417278289794922,93.12690258026123,0.4553811550140381,0.02189469337463379,0.49047064781188965,0.0529327392578125,0.03938603401184082,0.15114378929138184,0.2095170021057129,1.2840285301208496,,0.3303959369659424,0.009428977966308594,0.695023775100708,0.11456108093261719,0.06510329246520996,0.02325606346130371
viral,0.3305536820160648,0.2712612667852106,0.28977864982524987,0.23723097676129745,0.23868799402502022,0.31614446011404745,0.23999502085018984,0.3561837022502912,0.4752590594150469,0.3839597768103501,0.2881844380403458,0.25133755611586,,0.2616346802379054,0.48887117542461217,0.2672757373229505,0.3294499969342081,0.30093813231957817,0.31191366730026365,0.013432979583740234,0.03891777992248535,0.013773918151855469,34.411052942276,0.23693156242370605,0.009881019592285156,0.28872227668762207,0.02380967140197754,0.010263919830322266,0.021147727966308594,0.19434404373168945,0.47751545906066895,,0.2353956699371338,0.008667945861816406,0.31223630905151367,0.017534971237182617,0.02582573890686035,0.012966394424438477
viral,0.3236124017909943,0.26456027709723745,0.2850215426205964,0.23587057531469122,0.24159487557161696,0.30791585705837626,0.24426670320448046,0.3180028723494129,0.4261721720030413,0.37720706260032105,0.269629129002281,0.24486475493186902,,0.26043761088113543,0.47956407873616624,0.263884430176565,0.3099265016473769,0.28581566275238657,0.3060403818535102,0.04090619087219238,0.04862165451049805,0.0254058837890625,103.752601146698,0.4914247989654541,0.023713350296020508,0.5423774719238281,0.05383896827697754,0.04239058494567871,0.1623680591583252,0.2101142406463623,1.2810299396514893,,0.3419768810272217,0.008097171783447266,0.7489609718322754,0.11986899375915527,0.06978440284729004,0.02364802360534668
viral,0.32664930933132835,0.2634545239885417,0.2847555784777327,0.24102255003697237,0.24522317045540368,0.30669044497331155,0.24723711703547063,0.30381964941496664,0.41207101180008826,0.3794421211575147,0.2689413475340363,0.2476668701795482,,0.2568554225102684,0.4841080960163051,0.2658903505228949,0.30237182394939444,0.28519054750172435,0.30787107518128887,0.12442541122436523,0.07601213455200195,0.05532550811767578,257.84739565849304,0.9502074718475342,0.056714534759521484,0.7079746723175049,0.07790064811706543,0.15116333961486816,0.4090898036956787,0.21271467208862305,2.213301181793213,,0.46201038360595703,0.010350465774536133,1.6679356098175049,0.20785760879516602,0.17621159553527832,0.05778956413269043
